Nom,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Paulo Vieira Gonçalves,,,,,,,,,,4:22.76,4:14.37,4:23.15,,4:14.95,
Christophe Chabard,,,,,,,,,,,,4:17.06,,,
Josua Robert,,,,,,,4:19.42,4:07.38,,,,,,,
Loris Camenzind,,,,,,,,,,,4:49.11,,,,
Johan Adatte,,,5:05.95,,,,,,,,,,,,
Marco Wyss,,,,,,,,,4:57.71,,,,,,
Adrian Scherrer,,,,4:53.24,,,,,,,,,,,
Sandro Jöri,,,,,,,,,,,4:41.06,,,,
Adrian Marti,4:02.92,4:12.87,,,,,,,,,,,,,
Ivan Rodriguez,,,5:17.10,5:09.26,5:36.00,,,,,,,,,,
Manuel Ledergerber,,,,,,,,,4:57.57,4:58.76,,,,,
David Grossenbacher,,,,,5:21.33,,,,,,,,,,
Yves Klaus,,,4:28.30,,,,,,,,,,,,
Simon Walter,5:02.67,4:45.70,4:39.28,4:39.39,4:37.22,4:37.58,5:55.20,5:11.63,,,,,,,
Werner Pachinger,4:35.94,4:40.92,4:49.31,,,,,,,,,,,,
Marco Jost,,,,,5:03.59,4:52.61,,,,,,,,,
Thomas Sokoll,,,,,5:43.88,,,,5:31.96,,,,,,
Alexander Schwab,,,4:46.45,,,,4:36.43,4:39.70,,,,,,,
Matthias Nachbur,,,,,5:37.60,,,,,,,,,,
Bernhard Eicher,,,,,,,,,,,,,4:31.56,,
Atakelti Kahsay,,,,,,,,4:08.11,4:06.00,,,,,,
Vincent Gendre,,,,,,,,,,,,,,,4:43.69
Sämi Thürkauf,,,,,6:06.47,,,,,,,,,,
Frédéric Matthys,,,,,,,,,5:08.70,5:21.90,,,,,
Oliver Gross,,,,,,,,,,,,,5:30.54,,
Marcel Dobler,4:36.91,4:37.85,,4:41.80,4:59.78,,,,,,,,,,
Sébastien Witschi,,,,,,4:36.45,4:38.44,,4:32.34,,4:27.68,4:29.53,,4:17.69,
Gregorio Delcò,,,4:28.20,4:25.43,,,,,,,,,,,
Grégory Grandjean,,,,,,,,4:15.62,,,,,,,
Jonas Allemann,4:25.28,4:23.52,4:26.30,,,,,,,,,,,,
Kaj Witzig,,,,,,5:23.53,,,,,,,,,
Simon Breitenberger,,4:10.44,4:22.79,,,,,,,,,,,,
Nicola Luisoni,,,,,,,,,5:10.72,,,,,,
Nathan Gyger,,,,,,,,,,,5:05.15,,,,
Laurent Salzgeber,,,,,,4:11.29,,,,,,,,,
Marco Venzi,,,4:43.46,4:25.33,,4:28.28,,,,,,,,,
Ernesto Stöckenius,,,,,4:44.31,,,,,,,,,,
Daniel Graf,4:46.76,4:40.42,4:47.73,,,,,,,,,,,,
Benjamin Chapuis,,5:10.93,,,,,,,,,,,,,
Brice Zettel,,,5:46.07,5:24.83,,5:08.22,,,,,,,,,
Simon Prevignano,,,,,,5:36.86,5:51.34,5:58.72,,,,,,,
Michael Heyer,4:08.91,4:12.68,4:05.89,4:07.61,3:58.48,3:57.88,4:01.52,,,,,,,,
Viktor Wegmayr,,,,,,,,,4:47.75,,,,,,
Calvin Kuhn,,,,,,,,,,,,,,,4:12.05
Baptiste Ulrich,,4:31.28,4:30.70m,,,4:26.85,,,4:51.08,,,,,4:24.75,
Christian Roost,,5:15.68,,,,,,,,,,,,,
Adrian Müller,,,,,,,4:16.66,,,,,,,,
Adriano Engelhardt,,,4:43.80,4:10.23,4:02.84,3:51.09,3:51.63,3:47.25,3:55.75,3:58.22,,,,,
Christopher Gmür,4:03.05,3:58.51,3:55.42,3:57.76,3:56.36,3:59.16,,3:58.84,,,,,,,
Patric Wyss,4:09.08,4:06.12,,4:06.04,,4:27.02,,,,,,,,,
Michael Lynch,,,,,,,,,,5:14.40,,,,,
Patrick Adank,,5:30.24,5:18.68,5:22.02,,,,,,,,,,,
Andreas Imfeld,,4:54.15,,,,,,,,,,,,,
Erwin Thöny,,,,,,5:39.90,5:46.75,,,,,,,,
Stefan Baumann,,,,,,,,5:27.65,,,4:55.09,4:48.24,,,
Gaëtan Amez-Droz,,5:00.16,,,,,,,,,,,,,
Max Henrotin,,,,,,,,,,,,,,4:39.41,
Lukas Stucki,4:39.39,4:13.94,,,,,,,,,,,,,
Daniel Wolfer,,,,,,,,,,,,,5:33.94,,
Patrick Grütter,4:15.64,,,,,,,,,,,,,,
Jonathan Huszno,6:04.38,,,,,,,,,,,,,,
Tarcis Ançay,4:07.72,,,,,,,,,,,,,,
Emil Rossi,,,,,,,,,,,,4:45.52,4:51.47,,
Francesco Zanella,,,,,,,,,,,4:41.87,,4:36.90,,
Matthias Schöpfer,,,4:21.32,4:13.91,4:04.40,4:01.63,4:01.03,3:53.74,3:53.39,3:50.72,,4:04.99,,4:09.38,4:03.48
Laurin Rüdisüli,,,,,,,,,4:09.37,4:17.67,,,,,
Sébastien Testuz,,,,,,,4:39.34,,,,,,,,
Igor Meroni,4:09.47,4:26.96,,4:17.85,,,,,,,,,,,
Yann Stettler,,,,,,,,,,,,4:29.88,,,
Kevin Nobre Ramos,,,,,,,,,,,,,6:28.75,,
Lars Flück,,4:58.76,4:50.20,4:49.89,,,,,,,,,,,
Oliver Erni,,,,5:36.39,,,,,,,,,,,
Michael Amacker,,,,,,4:39.51,,,,,,,,,
Albert Anderegg,,,,,,5:12.27,5:02.67,,,5:14.04,,,,,
Philippe Udriot,,,,,,,,,4:13.77,,,,,,
Tamàs Valkay,,,,,,,,,,,,5:16.93,,,
David Bigger,4:35.09,,,,,,,,,,,,,,
Patrick Buess,,,,,,,,,,,,,,5:34.88,
Toma Bonvin,,,,,,,5:25.80,5:20.64,5:42.39,5:31.11,,,,,
Fabio Mariani,5:27.60,5:08.09,,,,,,,,,,,,,
Claudio Schmidtke,,,4:57.06,,,4:25.87,4:30.36,4:29.24,,4:17.94,4:17.98,4:15.12,4:13.21,4:11.48,4:11.60
Tobias Zurkirchen,,,,,,,,,,,,,,,4:46.21
Yann Billeter,,,,,,,,,,,,5:03.64,,,
Philipp Wägeli,4:56.62,,4:36.19,4:29.64,4:35.30,,4:48.72,,,,,,,,
Walter Baumgartner,,,,6:43.10,,,,,,,,,,,
Dario Muffler,,,,,,,,4:24.07,,4:18.95,4:27.93,,,,
Antoine Tâche,,,,,,,,,,,,,4:23.05,4:11.25,
Nils Strassmann,,,,,,,,,,,,,,4:49.41,4:46.39
Cyrill Kalchofner,,,5:28.49,,,,,,,,,,,,
Rafael Zimmermann,,,,,,,,,,,,,,,4:17.24
Ludovic Lattion,,,,,,,,,,4:45.63,4:42.48,,,,
Roger Meier,4:30.25,,,,,,,,,,,,,,
Teo Droz,,,,,,,,,4:24.74,,,,,,
Martin Knill,,,3:52.90,4:01.03,3:57.10m,,3:53.80,,,,,,,,
Pascal Schneider,,,,,,,,,,,4:45.97,4:14.17,4:10.52,,
Luca Bernaschina,,,,,,,,,4:46.25,4:46.61,,4:42.40,4:38.41,,
Daniel Baumgartner,,,4:08.26,4:06.74,4:07.50,,,,,,,,,,
Florian Cibotto,,,4:19.10,4:14.87,4:05.71,4:05.36,,,,,,,,,
Patrik Bryner,,,,4:25.50,,,,,,,,,,,
Mario Limacher,,,,,,,,4:36.21,4:59.36,,,,,,
Marc Bareth,4:14.76,4:13.84,4:11.76,4:07.19,4:04.16,,,,,,,,,,
Daniel Streuli,3:56.62,3:55.56,,,,,,,,,,,,,
David Leu,,,,,,,,,,,4:53.58,,,,
Jens Urfer,,,,,,,,4:29.77,,,,,,,
Fabian Weiss,,,,,,,,,,,,,,,4:51.21
Aris Spillmann,,,,,,,,,,,,,,5:31.26,5:20.51
Mathieu Bichsel,,,,,,,,,,,4:55.80,4:42.55,4:44.25,,
Cedric Meyer,,,,,,,,,,,,,,,4:18.19
Roger Kliem,4:11.29,4:02.96,,,,,,,,,,,,,
Lukas Mosimann,,4:59.28,,,,,,,,,,,,,
Ivo Drescher,,,,,,,,4:18.42,,4:16.81,,,,,
Ossama Kaoutli,,4:53.31,,,,,,,,,,,,,
Matthias Keller,,,,,4:14.64,,,4:08.62,4:09.69,,,,,,
Moritz Ebbeskotte,,,,,,,,,,,,,,,3:58.19
Pietro Calamai,,,,,5:05.32,,,4:21.68,,4:08.22,,,3:56.10,3:53.74,3:52.79
Tobias Brühwiler,4:57.34,,,,,,,,,,,,,,
Michael Huber,4:15.34,4:12.64,4:06.85,4:20.48,,4:10.00,,,,,,,,,
Jan Böhler,,5:56.94,,,,,,,,,,,,,
Luca Frei,,,,,,4:53.53,,,,,,,,,
Ralf Kurath,,,,,,,,,4:55.71,4:53.11,,4:52.18,4:48.84,,
Léo Willemin,,,,,,,,,,,4:59.61,,,,
Axel Fournier,,,,,,,,,,,,4:50.53,,,
Andrin Frei,,,,,,,,5:20.87,,,,,,,
Marco Kubli,,,,4:36.54A,4:19.25,4:14.40,4:27.27,4:29.56,,4:31.12,4:17.17,,,,
Samuel Staub,,,,,,,,,,,4:39.11,4:36.34,4:22.86,4:30.38,4:24.63
Felix Studer,,,,,,,4:31.86,,,,,,,,
Matthias Bleiker,,,,,,,,5:15.06,,,,,,,
Elias Kuratli,,,,,,,,5:21.00,5:23.93,,,,,,
Guillaume Gisiger,,,,,,,,,4:53.86,,,,,,
Lucas Oliveira Zborowski,,,,,,,,,5:01.45,4:45.45,4:37.87,4:33.38,,,
René Kündig,5:22.88,5:14.15,,,,,,,,,,,,,
Benedikt Bünz,,,,,,3:56.62,3:53.57,3:54.85,3:59.75,3:58.55,3:51.78,3:56.61,,,
Kevin Erni,,,4:49.60,,,,,,,,,,,,
Silvan Keller,5:05.37,5:02.77,,,,,,,,,,,,,
Oliver Steck,,,4:38.79,4:26.58,,4:17.41,,,,,,,,,
Jodok Buschor,,,,,,,,,,,,5:20.92,,5:00.00,4:56.73
Peter Bieri,4:53.90,5:01.01,,,,,,,,,,,,,
Martial Gottraux,,,,,,,,,,5:22.44,,,,,
Simone Balestra,,,5:02.17,,,,,,,,,,,,
Philippe Baumgartner,4:58.94,4:45.77,,5:05.20,,,,,,,,,,,
David Gafner,,,,4:27.81,,,,,,,,,,,
Lukas Marti,,,,,,,,,4:07.79,4:08.01,3:54.93,3:58.45,,4:00.52,
Fabio Küchler,,,,,,,,,,,,,,,4:40.12
Charles Devantay,,,,,,,,,4:51.59,4:38.41,,,,,
Martin Rebetez,,,,,,,,,,,5:10.59,5:18.50,5:08.81,5:22.44,
Bruno Oberson,,,,,,,,,,,,,,4:37.87,4:24.22
Robert Adarraga,,,,,,,,,,,,4:39.26,,,
Joel Schnell,,,4:29.87,4:28.25,,,,,,,,,,,
Simon Würsch,,,,,,,,,,,,,5:10.02,,
Andriu Deplazes,,,,,4:14.50,4:20.00,4:19.78,,,,,,,,
Nicolas Kernen,5:09.06,,,,,,,,,,,,,,
Elia Maggetti,,,,,,,,,,,,,,,4:41.01
Loïc Lanthemann,,,,,,,,,4:31.42,4:24.08,4:28.48,,,,
Raffaele Prochowski,,,,,,,,,,,,,,,4:29.14
Emmanuel Lattion,,,,4:07.80,,4:02.04,3:57.67,4:04.61,,,,,,,
Clovis Genevard,,,,,,,,5:45.52,,,,,,,
Philipp Berger,3:49.62,3:49.83,3:55.69,4:27.34,,,,,,,,,,,
Matteo Togninalli,,,,5:21.11,,,,,,,,,,,
Manuel Dal Ben,,,,,,,,,,,,,,4:11.80,4:01.93
Yared Daniel,,,,,,,4:34.91,4:26.19,4:26.63,4:27.44,,,,,
Daniel Perret,,4:25.79,,,,,,,,,,,,,
Laurent Schenkel,,,,,4:43.86,4:26.56,4:14.98,,,,,,,,
Danilo Küchler,,,,,,,,,,,,,,,4:38.86
Remo Bodmer,4:38.68,4:49.18,4:55.32,,,,,,,,,,,,
Robin Augustin,,,,,,,,,,,,,5:22.37,,
Jan Bühlmann,,,,,,,,,,,5:19.55,,,,
Jérémie De Groof,,,,5:25.47,,,,,,,,,,,
Matthias Steinmann,,,,,,,,4:43.87,4:40.64,4:35.48,4:33.04,4:45.03,4:34.49,4:37.74,4:32.50
Manuel Schlegel,,,,,,,,,5:24.69,,,,,,
Boumediene Medjahed,,,,,,,,,,4:09.22,,,,,
Corentin Cuvit,,,,,,,,,,,,4:50.78,,,
Dominik Zinsstag,4:28.60,,4:11.78,,,,,,,,,,,,
Anaël Cancela,,,,,,,,,,,4:12.03,4:11.73,4:10.64,,
Klaas Hinnek Puls,,,,,,,,,,,,4:43.40,,,
Weideren Gousman,,,,,,,,,,4:28.75,,4:25.01,,4:25.77,
Luca Luberti,,,,,,,,,,,,,4:22.10,4:17.16,
Manuel Mettler,5:15.68,,,,,,,,,,,,,,
Gerhard Achtel,,,4:35.30,4:34.86,,,,,,,,,,,
Sandro Kissling,,,,,,,,,,,,5:05.50,,,
Fabio Kissling,,,,,,,,,,,,,5:03.17,5:13.22,4:50.75
Dano Zulauf,,,,,,,,5:01.49,,4:42.42,4:42.05,,,,
Nicola Fattorini,,,,,,,,,,,,,,,4:26.01
Johnny Balasubramaniam,3:58.72,,,,,,,,,,,,,,
Thomas Beck,,,4:40.75,4:25.10,4:50.67,,,,,,,,4:35.14,4:39.03,
Fabian Heiniger,4:58.46,4:25.71,4:27.66,,,,,,,,,,,,
Samuel Varrin,,,,,,,4:58.22,5:08.62,,,,,,,
Jean-Pierre Theytaz,4:17.57,,,4:24.22,4:24.92,4:18.49,4:12.15,4:14.24,,4:10.59,4:10.45,,,4:26.23,
Maël Bohren,,,,,,,,3:54.18,3:54.97,3:48.43,,,,,
Michael Racine,,,,,,,,,,5:31.51,,,,,
Alexander Ludwig,5:19.18,,,,,,,,,,,,,,
Aurelien Bringard,,,,,,4:46.92,,,,,,,,,
Matthias Bieri,4:04.97,4:01.55,4:03.15,,,,,,,,,,,,
Patrik Schlatter,5:23.26,,,,,,,,,,,,,,
Simon Fischer,,,,,,,,,,,,,5:20.89,5:27.72,
Gianluca Hidber,,,,,,,,,,,,5:10.29,,,
Robert Stuber,4:31.92,4:29.87,4:30.11,4:38.64,,,,,,5:05.06,,,,,
Nils Zbinden,,,,,,,,,5:27.48,,,,,,
David Wenzelburger,,,4:09.85,,,,,,,,,,,,
Frédéric Schenker,,,6:22.18,4:55.59,4:52.49,,,,,,,,,,
Bastien Meylan,,,,,,,,,,,,4:45.48,,,
Hannes Elmer,4:13.71,4:16.82,4:12.79,4:10.84,,,,,,,,,,,
Vik Kähli,,,,,,,,5:38.34,5:56.90,,,,,,
Marc-Henri Jaunin,,4:32.66,,,4:36.73,,,,,,,,,,
Emilio Flint,,,,,5:52.34,,,,,,,,,,
Philippe Pool,,4:40.86,4:29.36,4:19.01,,,,,,,,,,,
Lucien Fleury,,,,4:39.26,,,,,,,,,,,
Res Ott,,4:51.75,4:55.90,,,,,,,,,,,,
Yannick Jäger,,,4:18.45,4:00.95,4:05.48,,3:58.80,,,,,,,,
Alex Verdone,,,,,,,,,4:59.38,4:33.89,,,,,
Thomas Bättig,,4:45.52,4:46.51,4:48.61,4:47.61,4:50.34,,,,,,,,,
Samuel Jost,,,4:33.75,,,,,,,,,,,,
Stefan Ammann,,,,,,,,5:11.16,,,,,,,
David Laperge,,,,,,,,,,4:35.08,,,,,
Dario Lob,5:33.76,5:25.46,,,,,,,,,,,,,
Jonathan Ruchti,,,,,,,,,,,,,,4:28.37,4:12.72
Urs Frischknecht,,4:41.65,,,,,,,,,,,,,
Silvan Duft,3:59.98,,,,,,,,,,,,,,
Mathieu Arnold,,5:06.24,,,,,,,,,,,,,
Samuele Wyss,,,6:18.28,,,,,,,,,,,,
Pierre Fournier,,,,,,,3:56.53,,,,,3:59.80,4:04.02,4:03.88,4:01.35
Marco Thürkauf,,,,,5:35.92,5:05.21,,5:17.25,5:03.45,5:04.99,,,,,
Franco Noti,,,,,,,,3:57.54,,,,,,,3:49.30
Vinzenz Wolf,,,,,,,,,,,,4:24.17,,,
Basil Mayer,,,,,,,,,,,,4:57.29,4:49.75,,
Kesete Tsegaye,,,4:01.78,,,,,,,,,,,,
Thomas Fernandez,4:31.61,,,,,,,,,,,,,,
Tommaso Bianchi,,,,,5:56.85,,,,,,,,,,
Andrea Barra,,,5:09.24,,,,,,,,,,,,
Tim Köhli,,,,5:01.03,,,,,,,,,,,
Yves Cornillie,,,,,,,,,,4:18.31,4:15.02,4:09.55,4:05.85,3:56.27,
Pascal Buri,4:47.18,4:46.90,4:39.21,,,,,,,4:17.47,4:15.38,4:11.68,,,
Lennart Horn,,,,,,,,,,,,,,4:28.82,
Fabien Visinand,3:57.46,3:54.53,3:48.19,3:49.81,3:47.12,3:52.21,3:53.09,,,,,,,,
Joel Hüppin,,,,4:42.20,4:37.73,,,,,,,,,,
Fabian Marugg,,,,,,,4:37.55,4:34.87,,5:18.04,4:48.49,4:42.22,,5:22.52,
Silvan Marfurt,4:12.39,4:10.21,4:19.23,,4:01.89,,,,,,,,,,
Andreas Bühler,4:32.69,,,,,,,,,,,,4:23.17,,
Peppo Galfetti,,,8:47.88,,,,,,,,,,,,
Michaël Vernier,,4:22.64,,,,,,,,,,,,,
Mike Nielen,,,,,,,,,,4:45.40,,,,,
Andreas Oberli,,4:56.23,,,,,,,,,,,,,
Alex Bürgisser,,5:47.21,,,,,,,,,,,,,
Jonas Gavillet,,,4:20.39,4:21.88,,,,,,,,,,,
Jan Fässler,,,,,,,,,,,,,,4:33.37,
Matthias Thöny,,4:31.74,,,,,,,,,,,,,
Daniel Büttiker,4:45.06,,,,,,,,,,,,,,
Simon Andreas Wüthrich,,,,,,,4:40.14,,,4:47.10,,,,,
Nadim Naim,,5:45.38,5:42.38,,,,,,,,,,,,
Nathaniel Kleiner,,4:15.28,4:05.90,4:04.51,4:04.78,4:15.85,4:16.15,,,,,,,,
Julian Zaugg,,,,,,,,,,,,,,4:57.14,4:58.13
Luca Noti,,,,,,4:11.30,4:04.38,4:01.32,3:59.51,3:55.81,3:56.11,3:44.22,3:45.43,3:43.28,
Gabriel Nzinga,,,,,,,,,,,,,,,5:35.86
Hicham Boumediane,,,,,,,,,,4:58.23,,,,,
Fabio Stukator,,,,,,,,,,,,5:25.48,,,
Yoran Beldengrün,4:37.72,4:27.70,4:40.44,,,,,,,,,,,,
Tommaso Ostinelli,,,,,,,,,,,,,,,5:08.80
Basile Schneider,,,,,,,,4:56.51,4:56.45,4:59.17,,,,,
Luca Bellasi,,,,,,,,,,,,,,5:24.90,
Timo Suter,,,,,,,,,,,,,,3:56.90,3:57.99
Ludwig Ruder,,4:41.50,4:28.94,4:20.87,4:08.66,4:02.54,4:02.44,4:01.61,4:05.97,4:01.43,,,4:07.11,4:04.62,
Marco Zweili,,,,,,,,4:27.36,,,,,,,
Michael Ackermann,4:40.80,4:44.58,,,,,,,,,,,,,
Nicolas Montani,,,,,,,,,,,,5:27.07,,,
Rodolphe Calmonte,,,,,,,,,5:47.47m,,,,,,
Christian Gutgsell,,5:00.68,4:45.34,4:53.22,,,,,,,,,,,
Irian Nathan,,,,4:53.04,4:34.95,,,,,,,,,,
Moïse Rususuruka,,,,,,,,,4:08.20,3:58.44,3:54.19,,,,
Marius Farquet,,,,,,,,,,,,,,,4:54.06
Markus Berger,,,,,,,,4:48.98,,,,,,,
Adrien Farquet,,,,,,,,,,,,,,,4:37.02
Rémy Gabioud,,,,,,,,,,4:33.05,4:36.94,,,,
David Mojon,,,,,,,,,,4:45.38,,,,,
Noé Zumwald,,,,,,,,,,,,,,,4:57.78
Janis Gächter,,,,,,,,4:11.82,,4:01.43,3:57.72,4:00.43,,3:53.11,
Jean-Félix Houriet,,5:04.03,4:46.10m,4:38.43,,,,,,,,,,,
Guillaume Kapeller,,,,,,,,,,,,4:58.18,,,
Juan Pallares Da Cruz,,,,,,,5:24.58,,,,,,,,
Arnaud Maillard,4:22.75,,,,,,,,,,,,,,
Daniel Schnider,,,,,,5:26.46,,,,,,,,,
Mauro Cappellari,,,,,,,5:21.25,,5:20.96,,5:12.23,,,,
Stefan Suler,,,4:41.34,,,,,,,,,,,,
Silvan Walker,,,,,5:40.02,,,,,,,,,,
Adrian Castrischer,4:34.69,4:32.52,4:20.74,4:25.27,,4:25.87,,,,,,,,,
Lukas Lombriser,,,4:27.18,,,,,,,,,,,,
Smon Ghebretsion,,,,,,,,,,,4:51.24,4:14.55,,,
David Rodriguez,4:35.24,4:55.76,,,4:58.17,,4:59.48,,4:56.03,,,,,,
Paul Deschamps,,,,,,,,,,,,,4:25.17,,
Valentin Hofstetter,,,,,,,,,,,,,,4:55.18,
Marc Poffet,,,,,5:38.21,,,,,,,,,,
Roland Christen,4:26.48,,4:06.74,,3:58.32,,,,4:04.78,,,,,,
Abdirahman Ciise Nur,,,,,,,,4:22.38,4:00.78,3:57.50,,,,,
Loris Zogg,,,,,,,,,,,,,4:12.16,4:17.29,4:11.47
Markus Heidl,,,,,,4:25.38,,,,,,,,,
Sven Engelmann,,5:23.65,5:08.73,5:04.76,5:29.02,,,,,,,,,,
Patrick Habegger,5:45.66,,5:11.56,5:07.09,5:01.93,5:02.26,5:16.27,5:10.59,,,,5:45.64,5:37.41,,
Alexandre Chassot,,5:21.47,,,,,,,,,,,,,
Luca Lionti,,,,,,,,,,,,4:32.36,4:25.77,,
Karim Lang,,,,,,,,4:29.95,,,,,,,
Victor Gionchetta,,,4:35.64,4:19.39,4:20.94,,,,,,,,,,
Stefan Heller,,,4:50.69,,,,,,,,,,,,
Anthony Torti,,,,,,,,,,,,,4:54.43,,
Hansjörg Brücker,,,4:22.24,,,,4:31.99,,,,,,,,
Lovis Friess,4:40.56,4:38.26,,,,,4:55.30,4:43.53,4:48.29,,,,,,
Matthyas Kurt,,,,,,,,,,,,,5:25.98,,5:39.58
Gabriel Dos Santos Costa,,,,,,,,,,,,,4:35.68,,
Fabian Jucker,,,4:13.16,4:06.95,4:03.26,3:59.70,,,,,,,,,
Arjuna Sivakumaran,4:19.29,4:22.67,,,,,,,,,,,,,
Samuel Coquoz,,,,,,,4:57.97,4:46.96,4:45.03,4:41.90,,4:41.35,,,
Mattia Zorzi,,,,,,,,,,5:56.46,,,,,
Hans Reichenbach,,,,4:09.79,,,,,,,,,,,
Andreas Züblin,4:52.48,4:48.96,5:00.20,5:00.47,,,,,,,,,,,
Pascal Frei,,,,,,,,,,5:13.26,,,,,
Davide Lucchina,,,,,,4:59.46,,,,,,,,,
Pirmin Riesen,,5:58.89,,,,,,,,,,,,,
Alain Mc Laren,4:12.60,4:07.82,,,,,,,,,,,,,
Mattia Dora,,,,,,,,,,,,,,5:26.64A,
Julien Lyon,4:25.56,4:04.77,3:57.56,4:02.17,,,3:54.75,3:51.99,,,,,,,
Simon Wiedmer,,,,,,,,,,4:50.75,,,,,
Samuel Agyapong,,,,,,,,,,,,,,4:29.08,4:22.73
Ramon Betschart,,,,,,,,4:52.18,,,,,,,
Philipp Bandi,3:45.80,3:43.59,3:44.63,3:46.11,3:50.67,3:48.31,3:51.57,,,,,,,,
Julian Barbour,4:49.64,,,,,,,,,,,,,,
Mattia Pagani,,5:00.68,,,,,,,,,,,,,
Miguel Vitali,,,,,,,,,,,4:59.03,,,,
Mathieu Vasey,,,,,,4:34.78,,,,,,,,,
Nicolas Bocherens,,,,,4:04.90m,3:56.89,3:50.78,3:53.74,3:56.66,,,,,,
Christoph Aebi,,,,,,,,,5:44.37,5:10.37,,,,,
Thomas Feuz,,,,4:21.32,4:19.64,,,,,,,,,,
Sébastien Giani,,,,,,,,4:02.46,,,,,,,
Fabien Chapatte,,,,,,,,,,5:05.59,,,,,
Abdi Salam Ali,,,,,,,,,,,,,,4:08.03,4:09.39
Daniel Vögeli,3:43.64,3:46.51,3:43.44,,,,,,,,,,,,
Michael Geissbühler,3:59.77,3:51.23,3:49.30,3:48.81,3:46.38,3:45.07,3:47.42,3:45.50,3:54.47,,,,,,
Florian Lussy,,,,,4:12.35,4:08.09,4:02.51,3:57.75,,3:53.54,3:55.70,3:59.36,3:55.58,,3:57.01
Yves Megret,,,,,,,,4:37.24,,,,,,,
Simon Kehl,,,,,,,,,4:33.60,4:29.64,,,,,
Julien Stalhandske,,,,,,,,,,,4:08.90,3:57.79,3:53.20,3:47.75,3:46.20
Ali Hakimi,,3:43.60,3:47.48,3:46.62,3:54.53,,,,,,,,,,
Sam Bonvin,,,,,,,,,,5:17.35,,,,,
Johannes Sieber,5:05.90,,,,,,,,,,,,,,
Thibault Niederhauser,,,,,,,,,4:49.07,,4:33.32,4:17.60,,,
Christoph Steinbacher,,,,4:32.90,,,,,,,,,,,
Miro Joël Flattich,,,,,,,,,4:32.55,4:16.76,4:19.43,4:14.69,,,
Sven Riederer,,,3:59.93,,,,,,,,,,,,
Florian Chevalley,4:57.58,4:48.88,,,,,,,,,,,,,
Matthias Udry,4:42.80,4:32.18,,,,,,,,,,,,,
Christoph Burger,,,,,,,,,,,,,,,5:04.91
Guillaume Laurent,,4:13.13,4:15.36,4:10.30,3:59.30m,3:57.46,,,3:51.81,3:56.60,3:51.75,3:48.82,3:52.86,,
Sven Baumann,,4:53.62,,,,,,,,,,,,,
Sebastien Saugy,,,,,4:08.23,,,,,,,,,,
Tobias Kobler,,,,,,,5:17.10,4:50.21,,,,,,,
Mauro Schraner,,,,,,,,,,5:05.59,5:08.99,5:08.59,5:05.84,4:59.71,
Marc-André Biner,4:39.12,4:25.28,,,,,,,,,,,,,
Gian Luca Rüedi,,,,,,,,,,,5:04.53,,,,
François Völki,,,,,,,,,,,,,,4:24.27,
Ludek Cigler,,,,4:14.90,4:16.56,,,,,,,,,,
Lionel Ballif,,,4:37.35,,,,,,,,,,,,
Jovin Langenegger,,,,,,,5:08.84,,,,,,,,
Samuel Merk,4:22.31,4:08.39,4:25.95,,,,,,,,,,,,
Dominik Meier,3:53.50,,,,,,,,,,,,,,
Florian Achermann,,,,4:58.28,5:00.29,,,5:03.14,,4:57.63,,,,,
Raphael Salm,4:07.32,4:00.25,3:54.34,4:10.86,3:55.43,,3:53.19,3:54.47,3:55.72,,3:53.66,,,,
Julien Wobmann,4:47.46,,,,,,,,,,,,,,
Martin Gerber,,,4:20.03,,,,,,,,,,,,
Aman Behabelom,,,,,,,,,,,4:42.36,4:24.29,,,
Gaël Schneider,,,,,,,,,,,,4:49.40,,,
Alexis Cohen,,,,,,,,,,,,,4:30.03,,
Cyrill Zürcher,,,,,,,,,,,,,,4:42.89,
Alain Balleret,,,3:55.64,,,3:57.85,,3:58.31,,,,,,,
Martin Binggeli,,,,,,,,,,,6:30.75,,,,
Damien Wuarchoz,,,,4:19.77,4:17.70m,,,,4:02.00,,,,,,
Jonatan Schneider,,,,5:12.46A,,,,,,,,,,,
Davide Anghileri,,4:54.57,,,,,,,,,,,,,
Maximilian Krauer,,,,,,,5:08.13,,,,,,,,
Arnaud Dupré,,,,,,,,,4:07.67,,,,,4:57.60,3:59.95
Reto Fluor,,5:35.54,,,,,,,,,,,,,
Marquis Richards,,5:16.65,4:56.31,,,,,,,,,,,,
Michael Kolly,,,4:24.21,4:30.23,,,,,,,,,,,
Marco Kim,,,,4:14.15,,4:30.39,,,,,,,,,
Casimir Herold,,,,,,,,,,,,4:42.47,,,
Jérémy Capt,,,,,,,,,,,4:29.74,,4:33.70,,
Lars Schäfers,,,,,5:21.50,,,,,,,,,,
Toto Notari,,4:32.05,4:47.18,4:34.57,4:38.54,,,,,,,,,,
Mattia Fumagalli,,,,,,,,,,4:33.20,4:28.19,4:32.42,4:29.38,,4:21.69
Martin Schütz,4:36.72,4:42.65,,4:40.97,,,,,,,,,,,
Baptiste Pugin,,,,,,,,,,4:35.45,,,,,
Jonas Paccolat,,,,5:19.76,,5:09.10,,,,,,,,,
Marcel Berni,4:28.23,4:21.55,,4:07.03,,,3:56.25,,,,,,,,
Maarten Verhelst,,,,,,,4:01.10,4:00.57,4:06.85,4:10.25,,,,,
